submission,agent_type,model,instance_id,total_actions,bash_commands,test_executions,file_edits,file_reads,resolved
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-24213,16,5,3,9,1,True
20240402_sweagent_gpt4,sweagent,gpt4,mwaskom__seaborn-3190,28,7,4,10,10,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-24909,19,6,4,9,3,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-26011,30,12,6,7,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16595,18,5,2,6,6,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-14317,28,11,4,5,11,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15400,11,5,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-5413,24,6,4,3,14,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11742,9,3,1,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-20442,11,6,2,4,0,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-25311,11,3,1,4,3,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-20322,18,4,1,6,7,True
20240402_sweagent_gpt4,sweagent,gpt4,mwaskom__seaborn-3407,18,5,4,6,6,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13647,10,4,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-5495,33,10,2,12,7,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-11143,13,6,3,4,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-18698,20,7,5,7,5,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-10297,20,7,3,6,6,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12113,30,7,6,15,7,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13971,10,4,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-21171,11,5,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-13779,12,5,3,5,1,True
20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-5859,13,4,0,3,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16379,10,4,2,4,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15790,32,3,0,27,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12497,13,4,0,3,5,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-20639,31,10,5,10,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16400,26,10,1,2,13,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-15678,33,6,2,22,4,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-23314,23,9,3,5,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15814,14,6,4,6,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8273,9,2,0,3,3,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-25442,9,3,1,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11905,22,9,4,5,7,True
20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-14365,10,4,2,4,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-21055,32,3,1,24,4,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13043,32,7,5,11,13,True
20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-7114,13,4,2,6,0,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-14396,33,8,4,15,9,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-18087,26,3,2,8,14,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-12481,24,8,5,9,6,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12308,34,10,8,12,11,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-14894,25,7,5,15,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8474,19,7,0,1,10,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-12471,27,4,2,19,3,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-16503,31,6,3,5,19,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-11040,34,17,3,6,10,True
20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-14995,17,9,2,3,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13158,33,10,5,12,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16229,37,7,7,25,4,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-11281,29,5,0,17,6,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-12171,17,6,4,6,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16255,6,2,0,1,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-15609,34,10,2,18,5,True
20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-7228,28,7,0,6,13,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13590,37,3,1,31,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-7686,31,7,2,4,19,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11797,31,11,2,5,14,True
20240402_sweagent_gpt4,sweagent,gpt4,mwaskom__seaborn-3010,12,4,2,6,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-17630,32,1,1,30,0,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13471,35,2,1,30,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13895,15,6,1,3,5,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13448,32,2,2,29,0,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12284,34,11,5,11,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15738,11,10,0,0,0,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-16106,13,4,2,3,5,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8595,23,11,1,9,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13773,35,13,3,8,13,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13315,23,8,2,6,8,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-22840,28,7,3,10,10,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-24066,31,3,2,16,11,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-15535,19,5,2,5,8,True
20240402_sweagent_gpt4,sweagent,gpt4,psf__requests-2674,33,5,3,20,7,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-12419,32,9,6,11,11,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8627,24,8,0,14,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12700,13,6,4,5,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15213,32,13,3,9,9,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13658,7,1,0,1,4,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-24265,16,8,2,4,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11620,33,6,3,21,5,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-25747,18,7,4,7,3,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8506,8,3,1,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16820,21,9,5,8,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11815,24,10,4,10,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11848,27,8,5,8,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11910,32,11,11,20,0,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13551,14,5,3,7,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12747,32,10,5,13,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11001,16,5,3,6,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15320,17,8,5,6,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13321,20,6,3,11,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-16792,17,8,1,3,5,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-18057,34,3,1,28,2,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-5131,24,7,2,13,3,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-14983,32,7,4,13,11,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11583,8,3,0,1,3,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-7373,34,2,0,24,3,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-14308,31,8,3,7,13,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-13241,7,3,1,3,0,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13447,12,2,0,7,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-15308,17,8,2,4,4,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-18189,15,3,1,8,3,True
