submission,agent_type,model,instance_id,total_actions,bash_commands,test_executions,file_edits,file_reads,resolved
20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-12907,36,4,3,27,4,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-10323,33,9,8,19,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12125,15,5,2,5,4,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-8399,9,4,2,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15930,23,9,5,9,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15561,18,2,0,2,13,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16527,5,1,0,2,1,True
20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-7606,10,4,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-20590,11,3,1,2,5,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14155,9,4,2,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13809,19,6,5,10,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9461,13,4,0,7,0,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9698,32,9,6,19,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16100,10,3,0,4,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9320,18,8,2,6,3,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-13496,10,1,0,3,5,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9367,15,5,1,4,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14672,16,7,4,6,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-10449,11,2,0,8,0,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13794,20,7,3,7,5,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-26323,29,4,1,2,22,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-9296,9,3,1,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16139,6,2,0,1,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11179,16,6,5,7,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11451,21,7,5,12,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-21930,12,6,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11740,31,12,8,17,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15731,23,7,5,14,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9673,21,5,4,12,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13516,34,6,1,24,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12039,23,8,7,12,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-21596,13,4,1,2,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14752,5,1,0,2,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15629,30,5,0,16,8,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9602,19,2,1,12,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-15017,10,4,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9711,6,1,0,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-20428,31,11,3,4,15,True
20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-8898,23,12,1,7,3,True
20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-14508,12,6,2,4,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16429,11,3,2,4,3,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-15599,15,5,2,6,3,True
20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-6528,34,10,0,2,19,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13028,32,9,9,22,0,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-10554,24,9,1,4,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14787,18,6,4,8,3,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-6202,14,4,1,5,1,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-3095,32,9,5,8,14,True
20240402_sweagent_gpt4,sweagent,gpt4,pallets__flask-5014,12,3,1,4,4,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-25102,28,4,2,19,4,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-17318,15,7,2,3,4,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-21568,17,8,2,3,5,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-12096,36,3,1,30,2,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-3677,35,10,4,18,6,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-16886,34,4,0,23,6,False
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11099,18,6,4,10,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13512,30,6,3,10,13,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-19954,37,1,1,34,1,True
20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-7080,10,4,1,1,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11292,9,2,0,2,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15103,8,3,1,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13974,27,6,3,15,5,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15022,15,5,0,1,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11095,10,4,0,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11087,25,4,1,2,18,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-13439,35,2,1,31,1,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-10051,12,4,1,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-7757,32,11,1,13,7,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15098,32,10,5,15,6,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12050,28,12,11,15,0,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-12682,33,10,6,10,12,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-11445,33,6,0,5,18,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-25960,31,7,5,4,19,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11490,13,6,4,5,1,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-11578,11,4,2,5,1,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-26194,10,3,2,4,2,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-6744,18,2,0,11,4,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-10614,19,5,0,6,7,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-4629,13,1,0,9,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-20154,36,3,1,27,5,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15315,38,17,5,10,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15280,28,13,1,2,12,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-15345,11,4,2,3,3,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-25973,32,7,1,2,22,True
20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-4551,18,3,1,4,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15916,33,10,7,14,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16901,14,9,2,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8593,21,7,4,13,0,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-26113,17,6,2,3,7,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15503,31,9,6,11,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13297,15,5,3,8,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11728,28,7,5,12,8,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-23413,22,5,3,9,7,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-10081,15,3,2,7,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12193,15,6,3,5,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16502,31,7,4,13,10,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-25122,7,2,1,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-14976,32,12,1,5,14,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-7490,15,3,0,4,4,True
20240402_sweagent_gpt4,sweagent,gpt4,psf__requests-1921,34,8,6,8,17,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-17084,32,15,7,8,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-17087,18,6,4,7,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-10999,12,4,3,5,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14765,8,3,0,1,3,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-5809,9,4,1,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-6461,32,6,1,11,14,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13091,4,1,0,1,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11211,18,6,6,8,0,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-19040,31,12,1,2,16,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13757,36,7,3,22,6,True
20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-14182,33,11,10,20,1,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-6938,26,7,2,10,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16145,40,15,10,21,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14351,8,2,0,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14122,35,13,3,16,5,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-21612,12,4,2,3,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16612,11,3,2,6,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8265,9,4,0,0,0,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-10435,12,3,0,2,6,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12741,13,5,0,3,4,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-7985,36,9,7,20,5,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16569,8,3,2,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,psf__requests-6028,10,2,1,3,4,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-13328,15,5,3,7,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15563,23,10,5,8,4,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-22080,28,16,4,5,6,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13121,15,7,4,5,2,True
20240402_sweagent_gpt4,sweagent,gpt4,mwaskom__seaborn-3069,27,12,1,3,11,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-21847,11,5,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-19783,14,5,2,3,5,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14855,29,11,8,15,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14017,33,8,4,7,17,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13344,16,5,2,4,6,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-22914,36,10,4,17,8,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-25332,33,11,2,11,10,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-16766,37,15,8,7,14,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-10914,8,3,0,2,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11885,21,4,3,4,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13417,28,9,2,6,12,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11141,13,3,0,7,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12754,34,2,2,31,0,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15863,36,2,1,30,3,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-2905,14,0,0,12,0,True
20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-8707,34,13,2,5,15,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-24637,19,9,3,5,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14725,8,1,0,5,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14007,37,10,10,24,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11734,32,8,6,16,7,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-14710,30,3,1,24,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16315,34,10,10,23,0,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-20916,23,8,3,6,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15278,28,7,3,15,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11749,35,12,6,15,7,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12708,28,6,6,21,0,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13786,9,4,1,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-24539,9,4,2,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14311,14,6,3,5,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14500,19,5,4,5,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13012,17,3,1,3,10,True
20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-4970,15,5,1,3,6,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15851,39,6,0,30,2,False
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-7590,7,1,0,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8721,33,18,0,0,14,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13551,17,8,1,4,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11299,31,15,0,0,13,False
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-7229,31,8,1,2,20,True
20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-7336,13,5,3,5,2,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-24870,11,5,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11999,35,11,3,5,18,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-11310,19,4,2,10,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11333,15,7,5,6,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-17029,7,1,0,1,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11555,30,11,3,6,12,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-11618,11,5,2,3,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8035,16,4,0,4,7,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13964,25,11,9,10,1,True
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-22871,12,3,1,4,4,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16256,20,5,1,9,5,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15368,39,13,7,21,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11133,14,6,3,5,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13401,23,10,3,5,7,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-19346,33,6,3,21,5,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9229,13,2,0,10,0,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13480,8,3,2,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13569,10,2,1,5,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-10880,33,14,4,8,10,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-17655,11,4,2,3,3,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-7748,27,5,0,18,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11964,24,11,6,11,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15037,25,7,5,9,8,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-4094,23,7,4,5,10,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15732,22,9,5,7,5,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-15252,31,7,4,17,6,True
20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-13142,32,7,2,3,21,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14915,18,8,5,7,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14315,13,4,2,6,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-22714,33,9,2,6,17,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13128,21,8,7,12,0,True
20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-7393,30,14,3,6,8,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-12406,34,11,4,7,15,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11790,6,1,0,2,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13033,28,8,5,12,7,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-22456,15,7,4,5,2,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13346,32,12,7,12,7,True
20240402_sweagent_gpt4,sweagent,gpt4,psf__requests-1142,37,3,1,31,2,False
20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-24970,11,5,3,4,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-11880,35,4,2,27,3,True
20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-7205,9,4,2,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-23534,15,5,2,4,5,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13031,34,6,3,6,21,True
20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-19495,26,9,5,13,3,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-14373,13,6,3,4,2,True
20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8548,31,11,0,6,13,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13109,8,3,1,3,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-13363,8,2,1,4,1,True
20240402_sweagent_gpt4,sweagent,gpt4,django__django-16938,30,8,6,14,6,True
